subject_id,course_number,section,term_code,crn,title,description,path,original_name,is_file
ANTH,0800,S01,2018-Fall,16099,"Sound and Symbols: Introduction to Linguistic Anthropology","This introduction to the study of language and culture considers how language not only reflects social reality but also creates it.  We'll examine specific cases of broad current relevance, in the process learning how an analytical anthropological approach to language use lays bare its often hidden power.  We'll consider how language creates and reinforces social inequality and difference, how language promotes and resists globalization, and how language is used creatively in performance, literature, film, advertising, and mass media. We will also consider how language does important social work in specific contexts, such as classrooms, courtrooms, medical settings, and political campaigns.",syllabi/4K0UDpjCkwVY5POJHdjmZYMw5YMzI3yO90coIZ9i.pdf,Syllabus_ANTH800_Clean.pdf,1
ANTH,1250,S01,2018-Fall,16102,"Film and Anthropology: Identity and Images of Indian Societies","The course examines representation of Indian society in film and anthropological literature. We compare how gender, national identity, religious practices, and historical events are portrayed in films and anthropological literature. We will explore the relationship between visual and textual, showing how film reflect and make comprehensible anthropological concepts of Indian culture, and creates different images of the society.",syllabi/rEfsTLUQNX50Qo45QiMXPCso2bd7z4CIzMyIlHdL.pdf,Fruzzetti-ANTH1250-Syllabus-Fall2018.pdf,1
ANTH,1624,S01,2018-Fall,16103,"Indians, Colonists, and Africans in New England","The course explores the colonial and capitalist transformation of New England's social and cultural landscapes following European contact.   Using archaeology as critical evidence, we will examine claims about conquest, Indian Extinction, and class, gender and race relations by studying the daily lives and interactions of the area's diverse Native American, African American, and European peoples.",syllabi/0tWVIKRqKgzd1HKQM47WLSFCzeyK1OJNjyqYnX5b.doc,"ANTH1624 I, 2018-2019.doc",1
ANTH,1720,S01,2018-Fall,16104,"The Human Skeleton","More than simply a tissue within our bodies, the human skeleton is a gateway into narratives of the past--from the evolution of our species to the biography of individual past lives. Through lecture and hands-on laboratory, students will learn the complete anatomy of the human skeleton, with an emphasis on the human skeleton in functional and evolutionary perspective. We'll also explore forensic and bioarchaeological approaches to the skeleton. By the course conclusion, students will be able to conduct basic skeletal analysis and will be prepared for more advanced studies of the skeleton from medical, forensic, archaeological, and evolutionary perspectives.",syllabi/jbeJQeDRXxcuQOmcYXDdyC33vscByGmVo7ctMaUz.pdf,"Human Skeleton Syllabus Fall 2018.pdf",1
ANTH,1940,S01,2018-Fall,16106,"Ethnographic Research Methods","To understand the different theoretical assumptions that shape research efforts; to examine how hypotheses and research questions are formulated; and to appreciate the ethical and scientific dimensions of research by hands-on experience in fieldwork projects. Prerequisite: One Anthropology course.",syllabi/Q9V9fYM8Ky7T0YzIiLxDouP51dY7rE3ZKxKk0fkL.pdf,Fruzzetti-ANTH1940-Syllabus-Fall2018.pdf,1
ANTH,2000,S01,2018-Fall,16107,"History of Ethnological Theory","An examination of the intellectual roots and the development of theory and method in anthropology, from the discipline's origins in the nineteenth century to 1940, with an emphasis on sociocultural anthropology.",syllabi/rohko1nRg6JyawbgqOaJaFDNUjYZUL0sjbgpk9Xu.docx,"Anthropology 2000 syllabus fall 2018.docx",1
ANTH,2045,S01,2018-Fall,16108,"Proposal Writing Workshop for Anthropological Fieldwork","This course is designed for third-year graduate students in any subfield of anthropology or closely related fields who are writing grant proposals for dissertation research. Student grant proposals will be pre-circulated and workshopped. Students will gain familiarity with the format for writing successful proposals, with the strategies needed to operationalize them, and with the everyday academic labor of both offering and responding to substantive feedback.",syllabi/puHN7wBfj8KS5Rt5ZtDNWFpA6e0fT47z3E9r4PoP.pdf,"Anthropology 2045 - Fall 2018 - final.pdf",1
ANTH,2050,S01,2018-Fall,16109,Ethnography,"Each week this class will study classic and contemporary ethnographies - as well as studies from sociology, journalism, and history - that achieve ethnographic results, but will require discussion to determine what they "are".  We will carefully examine the methods involved in research for the books and how the ethnographies were written. Ethnographies will be chosen for their importance in anthropology and other fields, and will cover a broad range of topical and geographic contexts.",syllabi/9hc07mpCs3RrkTybL9VJK0B9cxXjKoDo0Rikh5KP.docx,"ANTH2050 F18 syllabus.docx",1
ANTH,2060,S01,2018-Fall,16110,"Anthropology Dissertators' Seminar","This seminar is for post-field graduate students in residence at Brown who are at any stage of writing their dissertations. It is intended to support dissertators by providing a structured community, providing a setting for sharing goals, and workshopping writing.",syllabi/KYK7x2ScxOn33AOj8D1GsKywpjYdx1qJgnqem4NJ.pdf,"Syllabus ANTH 2060.pdf",1
ANTH,2501,S01,2018-Fall,16112,"Principles of Archaeology","Examines theoretical and methodological issues in anthropological archaeology. Attention is given to past concerns, current debates, and future directions of archaeology in the social sciences.",syllabi/wXIOtEWP5dBa4bn7LnBf9RvBZupGu7RYggf5wxTX.pdf,Preucel-ANTH2501-Syllabus-Fall2018.pdf,1
ANTH,1910B,S01,2018-Fall,16915,"Anthropology of Place","The anthropology of place serves as a unifying theme for the seminar by bridging anthropology’s subdisciplines and articulating with other fields of knowledge. Through readings and discussion, students will explore how place permeates people’s everyday lives and their engagement with the world, and is implicit in the meanings they attach to specific locales, their struggles over them, and the longings they express for them in rapidly changing and reconfigured landscapes. Enrollment limited to 20.",syllabi/6SgVdk0LHU34xq00b5wa0oeUBIfcAxr6aizZJGje.docx,"ANTH1910B Anthropology of Place.docx",1
ANTH,1255,S01,2018-Fall,16917,"Anthropology of Disasters","This course examines disasters from an anthropological perspective. We focus on how disasters have been defined and understood, and work more broadly to see what they tell us about human conditions, vulnerabilities, and capacities for resilience building, survival, and long-term sustainability. Drawing on and comparing case studies from around the world, we also examine the nature of destructive agents; degrees of impact and injury; rescue, relief, and humanitarian responses; and the often slow and uneven process of recovery and resilience building.",syllabi/sp3X3X5XH2hkhZAlrTC9dafQeOlr8zRKdvL9aluJ.pdf,"ANTH 1255_Fall 2018_Syllabus_082918.pdf",1
ANTH,0300,S01,2018-Fall,16918,"Culture and Health","An introduction to the field of Medical Anthropology. Lecture reading and discussion will examine the social context of health and illness, looking at the diverse ways in which humans use cultural resources to cope with disease and develop medical systems. The course will provide an introduction to the overall theoretical frameworks that guide anthropological approaches to studying human health related behavior. Medical anthropology offers a unique and revealing perspective on the cultural diversity that characterizes human experiences of sexuality, disease, aging, mental illness, disability, inequality and death.",syllabi/DrkUbT307icWKmjNOoYqJAQNiMjKZ77IydOCPzJE.docx,"ANTH 0300 Culture and Health Fall 2018 9.7.18.docx",1
ANTH,2230,S01,2018-Fall,16919,"Medical Anthropology","This graduate seminar provides a theoretical, methodological, and ethnographic foundation in medical anthropology. The focus will be on sociocultural approaches to the study of the suffering, illness and the body, though the course will also engage with key issues in biocultural approaches to understanding disease processes. Topics will include: social suffering, religion and medicine, local biologies, gender and the body, biotechnology, bioethics, caregiving and doctoring, and the global burden of disease.",syllabi/YWPwEEjFJ3y7c6osMaAeKqaoXYEUNMM1CDK0kHKU.docx,"ANTH 2230 Medical Anthro Syllabus Fall 2018 9.4.18.docx",1
ANTH,2560,S01,2018-Fall,16920,"Lived Bodies, Dead Bodies: The Archaeology of Human Remains","Bioarchaeology is the study of human remains from archaeological contexts. We will survey the "state of the art" in bioarchaeology, while exploring its relevance and application to the archaeology of complex societies. We will survey a range of bioarchaeological methods and applications, including paleopathology, stable isotope analysis, population affinity/ancient DNA, perimortem trauma, and body modification. In turn, we will explore how bioarchaeology can be used to approach a wide range of archaeological problems relative to complext societies, including subsistence, economy, migration, urbanism, social inequality, conflict and warfare, and identity. Open to graduate students only. S/NC.",syllabi/KZMzFPABQk7gwm7VBsQT9uAidu985PgyoJzRVaye.pdf,"Lived Bodies Dead Bodies 2018.pdf",1
ANTH,0100,S01,2018-Fall,16921,"Introduction to Cultural Anthropology","This course provides an introduction to cultural anthropology, surveying its defining questions, methods, and findings. We will examine the history and utility of anthropology's hallmark method, ethnography, the long-term immersion of the researcher in the culture under study. We will compare cultural anthropology's findings and comportment in other cultures to its conclusions and conduct in our own. No prerequisites.",syllabi/H5REOT3HvY1OPKxsbiycj7qnOQkKYSes4HT3C2zD.pdf,"Emlen-Anthropology 0100-syllabus-fall2018.pdf",1
ANTH,1320,S01,2018-Fall,16922,"Anthropology and International Development: Ethnographic Perspectives on Poverty and Progress","Examines international development from an ethnographic perspective, looking critically at issues of poverty and progress from local points of view. Course is organized around the premise that culture is central to understanding processes of development. Broad development themes such as public health, agriculture, democracy, and the environment will be explored through readings representing a wide range of regions and cultures.",syllabi/wYZXyv4mZt8QNKTx4T2su889Kd5K1t23mPDsch5T.pdf,Smith-ANTH1320-Syllabus-Fall2018.pdf,1
ANTH,1848,S01,2018-Fall,16935,"Ethnography + Social Critique","This class will study classic and contemporary anthropological ethnographies – as well as studies from sociology, journalism, and history – that achieve ethnographic results, but will require discussion to determine what they “are.”  We will examine the methods involved in research for the books and articles and how the ethnographies were written.  Ethnographies will be chosen for their importance in anthropology and other fields, and will cover a broad range of topical and geographic contexts.  This class is to study ethnographies more than to make them. Assignments will include practicing certain methods that are often employed by ethnographers.",syllabi/mBm4w4vnxXFTe59PBtVrxnLgZdb573jGOtCvV6lE.docx,"ANTH1848 F18 Syllabus.docx",1
ANTH,0500,S01,2018-Fall,16941,"Past Forward: Discovering Anthropological Archaeology","This course offers a broad journey through the human past, from material culture crafted by our evolutionary ancestors to the remnants of the recent historic past.  To facilitate this journey, the class explores the methods, concepts, and theories that anthropologists employ in the study of past peoples, places, and things. Case studies stretch across the globe.  As a hands-on endeavor, archaeology focuses on tangible evidence.  In this course, small-group discussion, laboratory, and field exercises will complement lectures, leading to an understanding of how anthropologists study the past and how that knowledge affects the present.",syllabi/z55UyETDrPlKTlZXuTCkWGZApoGSr44XoUIvqYjz.pdf,"Anthropology 0500 fall 2018 syllabus.pdf",1
ANTH,1201,S01,2018-Fall,16942,"Introduction to Geographic Information Systems and Spatial Analysis","This course offers an introduction to the concepts and techniques of Geographic Information Systems (GIS). Through weekly lab assignments and work on independent projects, students develop skills in cartography and coordinate systems, spatial database design, image processing, basic spatial analysis, hydrological modeling, and three-dimensional modeling. Discussions and case material draw primarily from the application of GIS in archaeology, anthropology, and cultural geography, including the study of archival materials and the ethics of geographic representation. Provides foundation for upper division coursework in spatial analysis. Software focuses on ESRI products (ArcMap, ArcScene, ArcCatalog, ArcGIS Pro).",syllabi/aMB7mscJE3ngSep1aNz7ON6sGeiKFANMURKUjVYl.pdf,"VanValkenburgh GIS syllabus fall 2018.pdf",1
ANTH,1300,S01,2018-Fall,16998,"Anthropology of Addictions and Recovery","The purpose of this course is to consider the uses and misuses alcohol, tobacco and drugs, and approaches to recovery from addictions. We will read some of the major cross cultural, ethnographic, linguistic, and social-political works on addictions. Students will have the opportunity to conduct their own anthropological interviews regarding substance misuse and recovery as well as observe a local 12 step recovery meeting. Enrollment limited to 20.",syllabi/VpnJshq3MjLluCAzNPD6zAJ4I8FN6PD8omltYkBc.docx,"Syllabus ANTH 1300 fall 2018.docx",1
ANTH,1150,S01,2018-Fall,17418,"Middle East in Anthropological Perspective","A seminar focusing on anthropological methods of analyzing and interpreting Middle Eastern cultures and societies. Emphasizes the study of kinship, tribal structure, social organization and gender relations, ethnic groups relations, and urban-rural distinctions. Draws upon insights from these topics as a basis for understanding contemporary social, economic, and political dynamics in the region.",syllabi/mJtsFa218wdZ9gjRrMqfVQ8fqBexda6Rwe4EXWCD.pdf,"Syllabus_Zengin_Middle East in ANthropological Perspective.pdf",1
APMA,2810Q,S01,2018-Fall,17004,"Discontinous Galerkin Methods","In this seminar course we will cover the algorithm formulation, stability analysis and error estimates, and implementation and applications of discontinuous Galerkin finite element methods for solving hyperbolic conservation laws, convection diffusion equations, dispersive wave equations, and other linear and nonlinear partial differential equations. Prerequisite: APMA 2550.",syllabi/rUvNANGqdUXX6itV2lotYEeCj8PgxOOI8QVAnBSt.pdf,syllabus.pdf,1
APMA,0330,S01,2018-Fall,17005,"Methods of Applied Mathematics I, II","This course will cover mathematical techniques involving ordinary differential equations used in the analysis of physical, biological, and economic phenomena. The course emphasizes established methods and their applications rather than rigorous foundation. Topics include: first and second order differential equations, an introduction to numerical methods, series solutions, and Laplace transformations.",syllabi/jy2KoRkkfZKFZiWO25p5cXMSZwTfVPK9Clm1YJu5.pdf,syllabus_APMA0330_F18.pdf,1
APMA,0340,S01,2018-Fall,17006,"Methods of Applied Mathematics I, II","Mathematical techniques involving differential equations used in the analysis of physical, biological and economic phenomena. Emphasis on the use of established methods, rather than rigorous foundations. I: First and second order differential equations. II: Applications of linear algebra to systems of equations; numerical methods; nonlinear problems and stability; introduction to partial differential equations; introduction to statistics. Prerequisite: MATH 0100, 0170, 0180, 0190, 0200, or 0350, or advanced placement.",syllabi/UF2adULZLWOievAl62MIbLxzdKS65bzRxF9m4SDp.pdf,"APMA 0340 Vladimir Dobrushkin.pdf",1
APMA,0350,S01,2018-Fall,17007,"Applied Ordinary Differential Equations","This course provides a comprehensive introduction to ordinary differential equations and their applications. During the course, we will see how applied mathematicians use ordinary differential equations to solve practical applications, from understanding the underlying problem, creating a differential-equations model, solving the model using analytical,  numerical, or qualitative methods, and interpreting the findings in terms of the original problem. We will also learn about the underlying rigorous theoretical foundations of differential equations. Format: lectures and problem-solving workshops.
<br>
Prerequisites: MATH 0100, MATH 0170, MATH 0180, MATH 0190, MATH 0200, MATH 0350 or advanced placement.  MATH 0520 (can be taken concurrently).",https://canvas.brown.edu/courses/1076304,NULL,0
APMA,0360,S01,2018-Fall,17008,"Applied Partial Differential Equations I","Covers the same material as APMA 0340, albeit of greater depth. Intended primarily for students who desire a rigorous development of the mathematical foundations of the methods used, for those students considering one of the applied mathematics concentrations, and for all students in the sciences who will be taking advanced courses in applied mathematics, mathematics, physics, engineering, etc. Three hours lecture and one hour recitation. Prerequisite: MATH 0100, 0170, 0180, 0190, 0200, or 0350, or advanced placement.",syllabi/hStcSWgngLUORlHdxJbhlHaPcchPAbIAWHwAFJYJ.pdf,APMA_0360_Fall_2018.pdf,1
APMA,1170,S01,2018-Fall,17013,"Introduction to Computational Linear Algebra","Focuses on fundamental algorithms in computational linear algebra with relevance to all science concentrators. Basic linear algebra and matrix decompositions (Cholesky, LU, QR, etc.), round-off errors and numerical analysis of errors and convergence. Iterative methods and conjugate gradient techniques. Computation of eigenvalues and eigenvectors, and an introduction to least squares methods.",syllabi/toVLUuR6TbSM1LJ2p0QxfTSqVFshwCFeTUWgbbAL.pdf,syllabus.pdf,1
APMA,1210,S01,2018-Fall,17015,"Operations Research: Deterministic Models","An introduction to the basic mathematical ideas and computational methods of optimizing allocation of effort or resources, with or without constraints. Linear programming, network models, dynamic programming, and integer programming.",syllabi/lWn1XSRl2Fw5NDvjGauEy9UYoZrzgTUhN4Ij1TOI.pdf,syllabus.pdf,1
APMA,1330,S01,2018-Fall,17016,"Applied Partial Differential Equations II","Review of vector calculus and curvilinear coordinates. Partial differential equations. Heat conduction and diffusion equations, the wave equation, Laplace and Poisson equations. Separation of variables, special functions, Fourier series and power series solution of differential equations. Sturm-Liouville problem and eigenfunction expansions.",syllabi/4tFlgW1DbiF9POvuQovxSVhJoyLSl3eVmDHE2dHi.pdf,APMA_1330.pdf,1
APMA,1650,S01,2018-Fall,17017,"Statistical Inference I","APMA 1650 is an integrated first course in mathematical statistics. The first half of APMA 1650 covers probability and the last half is statistics, integrated with its probabilistic foundation. Specific topics include probability spaces, discrete and continuous random variables, methods for parameter estimation, confidence intervals, and hypothesis testing. 
<BR>
Prerequisite: One year of university-level calculus. At Brown, this corresponds to MATH 0100, MATH 0170, MATH 0180, MATH 0190, MATH 0200, or MATH 0350. A score of 4 or 5 on the AP Calculus BC exam is also sufficient.",syllabi/ZgkvaP3LaHmqwaFxvYTSocBuhNr2EpWK4PdY0pCC.pdf,"APMA 1650-Yeonjong Shin.pdf",1
APMA,1655,S01,2018-Fall,17018,"Statistical Inference I","Students may opt to enroll in 1655 for more in depth coverage of APMA 1650.   Enrollment in 1655 will include an optional recitation section and required additional individual work. Applied Math concentrators are encouraged to take 1655.
<BR><BR>
Prerequisite (for either version): MATH 0100, 0170, 0180, 0190, 0200, or 0350.
",syllabi/JqT25qA826nKOzUzKb0jGP0vVJSeclCIuCV89Hrf.pdf,apma1655Syllabus.pdf,1
